qid,difficulty,tags,url
88,Easy,Array|Two Pointers|Sorting,https://leetcode.cn/problems/merge-sorted-array
89,Medium,Math|Backtracking|Bit Manipulation,https://leetcode.cn/problems/gray-code
90,Medium,Array|Backtracking|Bit Manipulation,https://leetcode.cn/problems/subsets-ii
91,Medium,String|Dynamic Programming,https://leetcode.cn/problems/decode-ways
93,Medium,String|Backtracking,https://leetcode.cn/problems/restore-ip-addresses
115,Hard,String|Dynamic Programming,https://leetcode.cn/problems/distinct-subsequences
120,Medium,Array|Dynamic Programming,https://leetcode.cn/problems/triangle
122,Medium,Array|Dynamic Programming|Greedy,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-ii
123,Hard,Array|Dynamic Programming,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-iii
125,Easy,Two Pointers|String,https://leetcode.cn/problems/valid-palindrome
127,Hard,Hash Table|String|Breadth-First Search,https://leetcode.cn/problems/word-ladder
128,Medium,Array|Hash Table|Union-Find,https://leetcode.cn/problems/longest-consecutive-sequence
131,Medium,String|Dynamic Programming|Backtracking,https://leetcode.cn/problems/palindrome-partitioning
132,Hard,String|Dynamic Programming,https://leetcode.cn/problems/palindrome-partitioning-ii
134,Medium,Array|Greedy,https://leetcode.cn/problems/gas-station
135,Hard,Array|Greedy,https://leetcode.cn/problems/candy
136,Easy,Array|Bit Manipulation,https://leetcode.cn/problems/single-number
137,Medium,Array|Bit Manipulation,https://leetcode.cn/problems/single-number-ii
139,Medium,Array|Hash Table|String|Dynamic Programming|Trie|Memoization,https://leetcode.cn/problems/word-break
140,Hard,Array|Hash Table|String|Dynamic Programming|Backtracking|Trie|Memoization,https://leetcode.cn/problems/word-break-ii
146,Medium,Hash Table|Linked List|Design|Doubly-Linked List,https://leetcode.cn/problems/lru-cache
150,Medium,Array|Math|Stack,https://leetcode.cn/problems/evaluate-reverse-polish-notation
151,Medium,Two Pointers|String,https://leetcode.cn/problems/reverse-words-in-a-string
152,Medium,Array|Dynamic Programming,https://leetcode.cn/problems/maximum-product-subarray
153,Medium,Array|Binary Search,https://leetcode.cn/problems/find-minimum-in-rotated-sorted-array
154,Hard,Array|Binary Search,https://leetcode.cn/problems/find-minimum-in-rotated-sorted-array-ii
155,Medium,Stack|Design,https://leetcode.cn/problems/min-stack
162,Medium,Array|Binary Search,https://leetcode.cn/problems/find-peak-element
164,Medium,Array|Sorting|Bucket Sort|Radix Sort,https://leetcode.cn/problems/maximum-gap
165,Medium,Two Pointers|String,https://leetcode.cn/problems/compare-version-numbers
166,Medium,Hash Table|Math|String,https://leetcode.cn/problems/fraction-to-recurring-decimal
167,Medium,Array|Two Pointers|Binary Search,https://leetcode.cn/problems/two-sum-ii-input-array-is-sorted
168,Easy,Math|String,https://leetcode.cn/problems/excel-sheet-column-title
169,Easy,Array|Hash Table|Divide and Conquer|Sorting|Counting,https://leetcode.cn/problems/majority-element
171,Easy,Math|String,https://leetcode.cn/problems/excel-sheet-column-number
172,Medium,Math,https://leetcode.cn/problems/factorial-trailing-zeroes
179,Medium,Array|String|Greedy|Sorting,https://leetcode.cn/problems/largest-number
187,Medium,Hash Table|String|Bit Manipulation|Sliding Window|Rolling Hash|Hash Function,https://leetcode.cn/problems/repeated-dna-sequences
188,Hard,Array|Dynamic Programming,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-iv
189,Medium,Array|Math|Two Pointers,https://leetcode.cn/problems/rotate-array
190,Easy,Divide and Conquer|Bit Manipulation,https://leetcode.cn/problems/reverse-bits
191,Easy,Divide and Conquer|Bit Manipulation,https://leetcode.cn/problems/number-of-1-bits
198,Medium,Array|Dynamic Programming,https://leetcode.cn/problems/house-robber
201,Medium,Bit Manipulation,https://leetcode.cn/problems/bitwise-and-of-numbers-range
204,Medium,Array|Math|Enumeration|Number Theory,https://leetcode.cn/problems/count-primes
205,Easy,Hash Table|String,https://leetcode.cn/problems/isomorphic-strings
207,Medium,Depth-First Search|Breadth-First Search|Graph Theory|Topological Sort,https://leetcode.cn/problems/course-schedule
208,Medium,Hash Table|String|Design|Trie,https://leetcode.cn/problems/implement-trie-prefix-tree
209,Medium,Array|Binary Search|Sliding Window|Prefix Sum,https://leetcode.cn/problems/minimum-size-subarray-sum
210,Medium,Depth-First Search|Breadth-First Search|Graph Theory|Topological Sort,https://leetcode.cn/problems/course-schedule-ii
211,Medium,String|Depth-First Search|Design|Trie,https://leetcode.cn/problems/design-add-and-search-words-data-structure
213,Medium,Array|Dynamic Programming,https://leetcode.cn/problems/house-robber-ii
214,Hard,String|Rolling Hash|String Matching|Hash Function,https://leetcode.cn/problems/shortest-palindrome
215,Medium,Array|Divide and Conquer|Sorting|Heap (Priority Queue)|Quickselect,https://leetcode.cn/problems/kth-largest-element-in-an-array
216,Medium,Array|Backtracking,https://leetcode.cn/problems/combination-sum-iii
217,Easy,Array|Hash Table|Sorting,https://leetcode.cn/problems/contains-duplicate
219,Easy,Array|Hash Table|Sliding Window,https://leetcode.cn/problems/contains-duplicate-ii
220,Hard,Array|Sliding Window|Sorting|Bucket Sort|Ordered Set,https://leetcode.cn/problems/contains-duplicate-iii
224,Hard,Math|String|Stack|Recursion,https://leetcode.cn/problems/basic-calculator
225,Easy,Stack|Design|Queue,https://leetcode.cn/problems/implement-stack-using-queues
227,Medium,Math|String|Stack,https://leetcode.cn/problems/basic-calculator-ii
228,Easy,Array,https://leetcode.cn/problems/summary-ranges
229,Medium,Array|Hash Table|Sorting|Counting,https://leetcode.cn/problems/majority-element-ii
231,Easy,Math|Bit Manipulation|Recursion,https://leetcode.cn/problems/power-of-two
232,Easy,Stack|Design|Queue,https://leetcode.cn/problems/implement-queue-using-stacks
233,Hard,Math|Dynamic Programming|Recursion,https://leetcode.cn/problems/number-of-digit-one
238,Medium,Array|Prefix Sum,https://leetcode.cn/problems/product-of-array-except-self
239,Hard,Array|Queue|Sliding Window|Heap (Priority Queue)|Monotonic Queue,https://leetcode.cn/problems/sliding-window-maximum
241,Medium,Math|String|Dynamic Programming|Recursion|Memoization,https://leetcode.cn/problems/different-ways-to-add-parentheses
242,Easy,Hash Table|String|Sorting,https://leetcode.cn/problems/valid-anagram
258,Easy,Math|Simulation|Number Theory,https://leetcode.cn/problems/add-digits
260,Medium,Array|Bit Manipulation,https://leetcode.cn/problems/single-number-iii
263,Easy,Math,https://leetcode.cn/problems/ugly-number
264,Medium,Hash Table|Math|Dynamic Programming|Heap (Priority Queue),https://leetcode.cn/problems/ugly-number-ii
268,Easy,Array|Hash Table|Math|Binary Search|Bit Manipulation|Sorting,https://leetcode.cn/problems/missing-number
273,Hard,Math|String|Recursion,https://leetcode.cn/problems/integer-to-english-words
274,Medium,Array|Sorting|Counting Sort,https://leetcode.cn/problems/h-index
275,Medium,Array|Binary Search,https://leetcode.cn/problems/h-index-ii
278,Easy,Binary Search|Interactive,https://leetcode.cn/problems/first-bad-version
279,Medium,Math|Dynamic Programming|Breadth-First Search,https://leetcode.cn/problems/perfect-squares
282,Hard,Math|String|Backtracking,https://leetcode.cn/problems/expression-add-operators
283,Easy,Array|Two Pointers,https://leetcode.cn/problems/move-zeroes
287,Medium,Array|Two Pointers|Binary Search|Bit Manipulation,https://leetcode.cn/problems/find-the-duplicate-number
290,Easy,Hash Table|String,https://leetcode.cn/problems/word-pattern
292,Easy,Math|Brainteaser|Game Theory,https://leetcode.cn/problems/nim-game
295,Hard,Two Pointers|Design|Sorting|Heap (Priority Queue)|Data Stream,https://leetcode.cn/problems/find-median-from-data-stream
299,Medium,Hash Table|String|Counting,https://leetcode.cn/problems/bulls-and-cows
300,Medium,Array|Binary Search|Dynamic Programming,https://leetcode.cn/problems/longest-increasing-subsequence
301,Hard,String|Backtracking|Breadth-First Search,https://leetcode.cn/problems/remove-invalid-parentheses
303,Easy,Array|Design|Prefix Sum,https://leetcode.cn/problems/range-sum-query-immutable
306,Medium,String|Backtracking,https://leetcode.cn/problems/additive-number
307,Medium,Array|Divide and Conquer|Design|Binary Indexed Tree|Segment Tree,https://leetcode.cn/problems/range-sum-query-mutable
309,Medium,Array|Dynamic Programming,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-with-cooldown
312,Hard,Array|Dynamic Programming,https://leetcode.cn/problems/burst-balloons
313,Medium,Array|Math|Dynamic Programming,https://leetcode.cn/problems/super-ugly-number
315,Hard,Array|Binary Search|Divide and Conquer|Binary Indexed Tree|Segment Tree|Merge Sort|Ordered Set,https://leetcode.cn/problems/count-of-smaller-numbers-after-self
316,Medium,String|Stack|Greedy|Monotonic Stack,https://leetcode.cn/problems/remove-duplicate-letters
318,Medium,Array|String|Bit Manipulation,https://leetcode.cn/problems/maximum-product-of-word-lengths
321,Hard,Array|Two Pointers|Stack|Greedy|Monotonic Stack,https://leetcode.cn/problems/create-maximum-number
322,Medium,Array|Dynamic Programming|Breadth-First Search,https://leetcode.cn/problems/coin-change
324,Medium,Array|Divide and Conquer|Greedy|Sorting|Quickselect,https://leetcode.cn/problems/wiggle-sort-ii
326,Easy,Math|Recursion,https://leetcode.cn/problems/power-of-three
327,Hard,Array|Binary Search|Divide and Conquer|Binary Indexed Tree|Segment Tree|Merge Sort|Ordered Set,https://leetcode.cn/problems/count-of-range-sum
330,Hard,Array|Greedy,https://leetcode.cn/problems/patching-array
334,Medium,Array|Greedy,https://leetcode.cn/problems/increasing-triplet-subsequence
338,Easy,Dynamic Programming|Bit Manipulation,https://leetcode.cn/problems/counting-bits
341,Medium,Stack|Tree|Depth-First Search|Design|Queue|Iterator,https://leetcode.cn/problems/flatten-nested-list-iterator
342,Easy,Math|Bit Manipulation|Recursion,https://leetcode.cn/problems/power-of-four
343,Medium,Math|Dynamic Programming,https://leetcode.cn/problems/integer-break
344,Easy,Two Pointers|String,https://leetcode.cn/problems/reverse-string
345,Easy,Two Pointers|String,https://leetcode.cn/problems/reverse-vowels-of-a-string
347,Medium,Array|Hash Table|Divide and Conquer|Sorting|Heap (Priority Queue)|Bucket Sort|Counting|Quickselect,https://leetcode.cn/problems/top-k-frequent-elements
349,Easy,Array|Hash Table|Two Pointers|Binary Search|Sorting,https://leetcode.cn/problems/intersection-of-two-arrays
350,Easy,Array|Hash Table|Two Pointers|Binary Search|Sorting,https://leetcode.cn/problems/intersection-of-two-arrays-ii
352,Hard,Hash Table|Binary Search|Union-Find|Design|Data Stream|Ordered Set,https://leetcode.cn/problems/data-stream-as-disjoint-intervals
354,Hard,Array|Binary Search|Dynamic Programming|Sorting,https://leetcode.cn/problems/russian-doll-envelopes
355,Medium,Hash Table|Linked List|Design|Heap (Priority Queue),https://leetcode.cn/problems/design-twitter
357,Medium,Math|Dynamic Programming|Backtracking,https://leetcode.cn/problems/count-numbers-with-unique-digits
365,Medium,Math|Depth-First Search|Breadth-First Search,https://leetcode.cn/problems/water-and-jug-problem
367,Easy,Math|Binary Search,https://leetcode.cn/problems/valid-perfect-square
368,Medium,Array|Math|Dynamic Programming|Sorting,https://leetcode.cn/problems/largest-divisible-subset
371,Medium,Math|Bit Manipulation,https://leetcode.cn/problems/sum-of-two-integers
372,Medium,Math|Divide and Conquer,https://leetcode.cn/problems/super-pow
373,Medium,Array|Heap (Priority Queue),https://leetcode.cn/problems/find-k-pairs-with-smallest-sums
374,Easy,Binary Search|Interactive,https://leetcode.cn/problems/guess-number-higher-or-lower
376,Medium,Array|Dynamic Programming|Greedy,https://leetcode.cn/problems/wiggle-subsequence
377,Medium,Array|Dynamic Programming,https://leetcode.cn/problems/combination-sum-iv
378,Medium,Array|Binary Search|Sorting|Heap (Priority Queue)|Matrix,https://leetcode.cn/problems/kth-smallest-element-in-a-sorted-matrix
380,Medium,Array|Hash Table|Math|Design|Randomized,https://leetcode.cn/problems/insert-delete-getrandom-o1
381,Hard,Array|Hash Table|Math|Design|Randomized,https://leetcode.cn/problems/insert-delete-getrandom-o1-duplicates-allowed
383,Easy,Hash Table|String|Counting,https://leetcode.cn/problems/ransom-note
384,Medium,Array|Math|Design|Randomized,https://leetcode.cn/problems/shuffle-an-array
385,Medium,String|Stack|Depth-First Search,https://leetcode.cn/problems/mini-parser
386,Medium,Depth-First Search|Trie,https://leetcode.cn/problems/lexicographical-numbers
387,Easy,Hash Table|String|Queue|Counting,https://leetcode.cn/problems/first-unique-character-in-a-string
389,Easy,Hash Table|String|Bit Manipulation|Sorting,https://leetcode.cn/problems/find-the-difference
390,Medium,Math|Recursion,https://leetcode.cn/problems/elimination-game
392,Easy,Two Pointers|String|Dynamic Programming,https://leetcode.cn/problems/is-subsequence
393,Medium,Array|Bit Manipulation,https://leetcode.cn/problems/utf-8-validation
394,Medium,String|Stack|Recursion,https://leetcode.cn/problems/decode-string
395,Medium,Hash Table|String|Divide and Conquer|Sliding Window,https://leetcode.cn/problems/longest-substring-with-at-least-k-repeating-characters
396,Medium,Array|Math|Dynamic Programming,https://leetcode.cn/problems/rotate-function
397,Medium,Dynamic Programming|Greedy|Bit Manipulation|Memoization,https://leetcode.cn/problems/integer-replacement
398,Medium,Hash Table|Math|Reservoir Sampling|Randomized,https://leetcode.cn/problems/random-pick-index
399,Medium,Array|String|Depth-First Search|Breadth-First Search|Union-Find|Graph Theory|Shortest Path,https://leetcode.cn/problems/evaluate-division
400,Medium,Math|Binary Search,https://leetcode.cn/problems/nth-digit
402,Medium,String|Stack|Greedy|Monotonic Stack,https://leetcode.cn/problems/remove-k-digits
403,Hard,Array|Dynamic Programming,https://leetcode.cn/problems/frog-jump
405,Easy,Math|String|Bit Manipulation,https://leetcode.cn/problems/convert-a-number-to-hexadecimal
406,Medium,Array|Binary Indexed Tree|Segment Tree|Sorting,https://leetcode.cn/problems/queue-reconstruction-by-height
409,Easy,Hash Table|String|Greedy,https://leetcode.cn/problems/longest-palindrome
410,Hard,Array|Binary Search|Dynamic Programming|Greedy|Prefix Sum,https://leetcode.cn/problems/split-array-largest-sum
412,Easy,Math|String|Simulation,https://leetcode.cn/problems/fizz-buzz
413,Medium,Array|Dynamic Programming|Sliding Window,https://leetcode.cn/problems/arithmetic-slices
414,Easy,Array|Sorting,https://leetcode.cn/problems/third-maximum-number
415,Easy,Math|String|Simulation,https://leetcode.cn/problems/add-strings
416,Medium,Array|Dynamic Programming,https://leetcode.cn/problems/partition-equal-subset-sum
420,Hard,String|Greedy|Heap (Priority Queue),https://leetcode.cn/problems/strong-password-checker
421,Medium,Array|Hash Table|Bit Manipulation|Trie,https://leetcode.cn/problems/maximum-xor-of-two-numbers-in-an-array
423,Medium,Hash Table|Math|String,https://leetcode.cn/problems/reconstruct-original-digits-from-english
424,Medium,Hash Table|String|Sliding Window,https://leetcode.cn/problems/longest-repeating-character-replacement
432,Hard,Hash Table|Linked List|Design|Doubly-Linked List,https://leetcode.cn/problems/all-oone-data-structure
433,Medium,Hash Table|String|Breadth-First Search,https://leetcode.cn/problems/minimum-genetic-mutation
434,Easy,String,https://leetcode.cn/problems/number-of-segments-in-a-string
435,Medium,Array|Dynamic Programming|Greedy|Sorting,https://leetcode.cn/problems/non-overlapping-intervals
436,Medium,Array|Binary Search|Sorting,https://leetcode.cn/problems/find-right-interval
438,Medium,Hash Table|String|Sliding Window,https://leetcode.cn/problems/find-all-anagrams-in-a-string
440,Hard,Trie,https://leetcode.cn/problems/k-th-smallest-in-lexicographical-order
442,Medium,Array|Hash Table|Sorting,https://leetcode.cn/problems/find-all-duplicates-in-an-array
443,Medium,Two Pointers|String,https://leetcode.cn/problems/string-compression
446,Hard,Array|Dynamic Programming,https://leetcode.cn/problems/arithmetic-slices-ii-subsequence
447,Medium,Array|Hash Table|Math,https://leetcode.cn/problems/number-of-boomerangs
448,Easy,Array|Hash Table,https://leetcode.cn/problems/find-all-numbers-disappeared-in-an-array
449,Medium,String|Tree|Depth-First Search|Breadth-First Search|Design|Binary Search Tree|Binary Tree,https://leetcode.cn/problems/serialize-and-deserialize-bst
451,Medium,Hash Table|String|Sorting|Heap (Priority Queue)|Bucket Sort|Counting,https://leetcode.cn/problems/sort-characters-by-frequency
452,Medium,Array|Greedy|Sorting,https://leetcode.cn/problems/minimum-number-of-arrows-to-burst-balloons
453,Medium,Array|Math,https://leetcode.cn/problems/minimum-moves-to-equal-array-elements
454,Medium,Array|Hash Table,https://leetcode.cn/problems/4sum-ii
455,Easy,Array|Two Pointers|Greedy|Sorting,https://leetcode.cn/problems/assign-cookies
456,Medium,Array|Binary Search|Stack|Monotonic Stack|Ordered Set,https://leetcode.cn/problems/132-pattern
458,Hard,Math|Dynamic Programming|Combinatorics,https://leetcode.cn/problems/poor-pigs
459,Easy,String|String Matching,https://leetcode.cn/problems/repeated-substring-pattern
460,Hard,Hash Table|Linked List|Design|Doubly-Linked List,https://leetcode.cn/problems/lfu-cache
461,Easy,Bit Manipulation,https://leetcode.cn/problems/hamming-distance
462,Medium,Array|Math|Sorting,https://leetcode.cn/problems/minimum-moves-to-equal-array-elements-ii
464,Medium,Math|Dynamic Programming|Bit Manipulation|Memoization|Game Theory|Bitmask,https://leetcode.cn/problems/can-i-win
466,Hard,Two Pointers|String|Dynamic Programming,https://leetcode.cn/problems/count-the-repetitions
467,Medium,String|Dynamic Programming,https://leetcode.cn/problems/unique-substrings-in-wraparound-string
468,Medium,String,https://leetcode.cn/problems/validate-ip-address
470,Medium,Math|Rejection Sampling|Randomized|Probability and Statistics,https://leetcode.cn/problems/implement-rand10-using-rand7
472,Hard,Array|String|Dynamic Programming|Depth-First Search|Trie|Sorting,https://leetcode.cn/problems/concatenated-words
474,Medium,Array|String|Dynamic Programming,https://leetcode.cn/problems/ones-and-zeroes
475,Medium,Array|Two Pointers|Binary Search|Sorting,https://leetcode.cn/problems/heaters
476,Easy,Bit Manipulation,https://leetcode.cn/problems/number-complement
477,Medium,Array|Math|Bit Manipulation,https://leetcode.cn/problems/total-hamming-distance
478,Medium,Math|Geometry|Rejection Sampling|Randomized,https://leetcode.cn/problems/generate-random-point-in-a-circle
479,Hard,Math|Enumeration,https://leetcode.cn/problems/largest-palindrome-product
480,Hard,Array|Hash Table|Sliding Window|Heap (Priority Queue),https://leetcode.cn/problems/sliding-window-median
481,Medium,Two Pointers|String,https://leetcode.cn/problems/magical-string
482,Easy,String,https://leetcode.cn/problems/license-key-formatting
483,Hard,Math|Binary Search,https://leetcode.cn/problems/smallest-good-base
485,Easy,Array,https://leetcode.cn/problems/max-consecutive-ones
486,Medium,Array|Math|Dynamic Programming|Recursion|Game Theory,https://leetcode.cn/problems/predict-the-winner
491,Medium,Array|Hash Table|Backtracking|Bit Manipulation,https://leetcode.cn/problems/non-decreasing-subsequences
492,Easy,Math,https://leetcode.cn/problems/construct-the-rectangle
493,Hard,Array|Binary Search|Divide and Conquer|Binary Indexed Tree|Segment Tree|Merge Sort|Ordered Set,https://leetcode.cn/problems/reverse-pairs
494,Medium,Array|Dynamic Programming|Backtracking,https://leetcode.cn/problems/target-sum
495,Easy,Array|Simulation,https://leetcode.cn/problems/teemo-attacking
496,Easy,Array|Hash Table|Stack|Monotonic Stack,https://leetcode.cn/problems/next-greater-element-i
502,Hard,Array|Greedy|Sorting|Heap (Priority Queue),https://leetcode.cn/problems/ipo
503,Medium,Array|Stack|Monotonic Stack,https://leetcode.cn/problems/next-greater-element-ii
504,Easy,Math|String,https://leetcode.cn/problems/base-7
506,Easy,Array|Sorting|Heap (Priority Queue),https://leetcode.cn/problems/relative-ranks
507,Easy,Math,https://leetcode.cn/problems/perfect-number
509,Easy,Math|Dynamic Programming|Recursion|Memoization,https://leetcode.cn/problems/fibonacci-number
516,Medium,String|Dynamic Programming,https://leetcode.cn/problems/longest-palindromic-subsequence
517,Hard,Array|Greedy,https://leetcode.cn/problems/super-washing-machines
518,Medium,Array|Dynamic Programming,https://leetcode.cn/problems/coin-change-ii
519,Medium,Hash Table|Math|Reservoir Sampling|Randomized,https://leetcode.cn/problems/random-flip-matrix
520,Easy,String,https://leetcode.cn/problems/detect-capital
521,Easy,String,https://leetcode.cn/problems/longest-uncommon-subsequence-i
522,Medium,Array|Hash Table|Two Pointers|String|Sorting,https://leetcode.cn/problems/longest-uncommon-subsequence-ii
523,Medium,Array|Hash Table|Math|Prefix Sum,https://leetcode.cn/problems/continuous-subarray-sum
524,Medium,Array|Two Pointers|String|Sorting,https://leetcode.cn/problems/longest-word-in-dictionary-through-deleting
525,Medium,Array|Hash Table|Prefix Sum,https://leetcode.cn/problems/contiguous-array
526,Medium,Array|Dynamic Programming|Backtracking|Bit Manipulation|Bitmask,https://leetcode.cn/problems/beautiful-arrangement
528,Medium,Array|Math|Binary Search|Prefix Sum|Randomized,https://leetcode.cn/problems/random-pick-with-weight
532,Medium,Array|Hash Table|Two Pointers|Binary Search|Sorting,https://leetcode.cn/problems/k-diff-pairs-in-an-array
535,Medium,Hash Table|String|Design|Hash Function,https://leetcode.cn/problems/encode-and-decode-tinyurl
537,Medium,Math|String|Simulation,https://leetcode.cn/problems/complex-number-multiplication
539,Medium,Array|Math|String|Sorting,https://leetcode.cn/problems/minimum-time-difference
540,Medium,Array|Binary Search,https://leetcode.cn/problems/single-element-in-a-sorted-array
541,Easy,Two Pointers|String,https://leetcode.cn/problems/reverse-string-ii
546,Hard,Array|Dynamic Programming|Memoization,https://leetcode.cn/problems/remove-boxes
551,Easy,String,https://leetcode.cn/problems/student-attendance-record-i
552,Hard,Dynamic Programming,https://leetcode.cn/problems/student-attendance-record-ii
553,Medium,Array|Math|Dynamic Programming,https://leetcode.cn/problems/optimal-division
556,Medium,Math|Two Pointers|String,https://leetcode.cn/problems/next-greater-element-iii
557,Easy,Two Pointers|String,https://leetcode.cn/problems/reverse-words-in-a-string-iii
560,Medium,Array|Hash Table|Prefix Sum,https://leetcode.cn/problems/subarray-sum-equals-k
561,Easy,Array|Greedy|Sorting|Counting Sort,https://leetcode.cn/problems/array-partition
564,Hard,Math|String,https://leetcode.cn/problems/find-the-closest-palindrome
565,Medium,Array|Depth-First Search,https://leetcode.cn/problems/array-nesting
567,Medium,Hash Table|Two Pointers|String|Sliding Window,https://leetcode.cn/problems/permutation-in-string
575,Easy,Array|Hash Table,https://leetcode.cn/problems/distribute-candies
581,Medium,Array|Two Pointers|Stack|Greedy|Sorting|Monotonic Stack,https://leetcode.cn/problems/shortest-unsorted-continuous-subarray
583,Medium,String|Dynamic Programming,https://leetcode.cn/problems/delete-operation-for-two-strings
591,Hard,String|Stack,https://leetcode.cn/problems/tag-validator
592,Medium,Math|String|Simulation,https://leetcode.cn/problems/fraction-addition-and-subtraction
593,Medium,Math|Geometry,https://leetcode.cn/problems/valid-square
599,Easy,Array|Hash Table|String,https://leetcode.cn/problems/minimum-index-sum-of-two-lists
600,Hard,Dynamic Programming,https://leetcode.cn/problems/non-negative-integers-without-consecutive-ones
605,Easy,Array|Greedy,https://leetcode.cn/problems/can-place-flowers
611,Medium,Array|Two Pointers|Binary Search|Greedy|Sorting,https://leetcode.cn/problems/valid-triangle-number
621,Medium,Array|Hash Table|Greedy|Sorting|Heap (Priority Queue)|Counting,https://leetcode.cn/problems/task-scheduler
622,Medium,Array|Linked List|Design|Queue,https://leetcode.cn/problems/design-circular-queue
