qid,difficulty,tags,url
2179,Hard,Array|Binary Search|Divide and Conquer|Binary Indexed Tree|Segment Tree|Merge Sort|Ordered Set,https://leetcode.cn/problems/count-good-triplets-in-an-array
2187,Medium,Array|Binary Search,https://leetcode.cn/problems/minimum-time-to-complete-trips
2197,Hard,Array|Math|Stack|Number Theory,https://leetcode.cn/problems/replace-non-coprime-numbers-in-array
2200,Easy,Array|Two Pointers,https://leetcode.cn/problems/find-all-k-distant-indices-in-an-array
2210,Easy,Array,https://leetcode.cn/problems/count-hills-and-valleys-in-an-array
2225,Medium,Array|Hash Table|Sorting|Counting,https://leetcode.cn/problems/find-players-with-zero-or-one-losses
2239,Easy,Array,https://leetcode.cn/problems/find-closest-number-to-zero
2241,Medium,Array|Greedy|Design,https://leetcode.cn/problems/design-an-atm-machine
2255,Easy,Array|String,https://leetcode.cn/problems/count-prefixes-of-a-given-string
2264,Easy,String,https://leetcode.cn/problems/largest-3-same-digit-number-in-string
2269,Easy,Math|String|Sliding Window,https://leetcode.cn/problems/find-the-k-beauty-of-a-number
2270,Medium,Array|Prefix Sum,https://leetcode.cn/problems/number-of-ways-to-split-array
2274,Medium,Array|Sorting,https://leetcode.cn/problems/maximum-consecutive-floors-without-special-floors
2278,Easy,String,https://leetcode.cn/problems/percentage-of-letter-in-string
2288,Medium,String,https://leetcode.cn/problems/apply-discount-to-prices
2302,Hard,Array|Binary Search|Sliding Window|Prefix Sum,https://leetcode.cn/problems/count-subarrays-with-score-less-than-k
2327,Medium,Dynamic Programming|Queue|Simulation,https://leetcode.cn/problems/number-of-people-aware-of-a-secret
2332,Medium,Array|Two Pointers|Binary Search|Sorting,https://leetcode.cn/problems/the-latest-time-to-catch-a-bus
2348,Medium,Array|Math,https://leetcode.cn/problems/number-of-zero-filled-subarrays
2369,Medium,Array|Dynamic Programming,https://leetcode.cn/problems/check-if-there-is-a-valid-partition-for-the-array
2390,Medium,String|Stack|Simulation,https://leetcode.cn/problems/removing-stars-from-a-string
2398,Hard,Array|Binary Search|Queue|Sliding Window|Heap (Priority Queue)|Prefix Sum|Monotonic Queue,https://leetcode.cn/problems/maximum-number-of-robots-within-budget
2414,Medium,String,https://leetcode.cn/problems/length-of-the-longest-alphabetical-continuous-substring
2434,Medium,Hash Table|String|Stack|Greedy,https://leetcode.cn/problems/using-a-robot-to-print-the-lexicographically-smallest-string
2438,Medium,Array|Bit Manipulation|Prefix Sum,https://leetcode.cn/problems/range-product-queries-of-powers
2506,Easy,Array|Hash Table|String|Bit Manipulation|Counting,https://leetcode.cn/problems/count-pairs-of-similar-strings
2529,Easy,Array|Binary Search|Counting,https://leetcode.cn/problems/maximum-count-of-positive-integer-and-negative-integer
2535,Easy,Array|Math,https://leetcode.cn/problems/difference-between-element-sum-and-digit-sum-of-an-array
2537,Medium,Array|Hash Table|Sliding Window,https://leetcode.cn/problems/count-the-number-of-good-subarrays
2555,Medium,Array|Binary Search|Sliding Window,https://leetcode.cn/problems/maximize-win-from-two-segments
2563,Medium,Array|Two Pointers|Binary Search|Sorting,https://leetcode.cn/problems/count-the-number-of-fair-pairs
2566,Easy,Math|Greedy,https://leetcode.cn/problems/maximum-difference-by-remapping-a-digit
2575,Medium,Array|Math|String,https://leetcode.cn/problems/find-the-divisibility-array-of-a-string
2576,Medium,Array|Two Pointers|Binary Search|Greedy|Sorting,https://leetcode.cn/problems/find-the-maximum-number-of-marked-indices
2580,Medium,Array|Sorting,https://leetcode.cn/problems/count-ways-to-group-overlapping-ranges
2588,Medium,Array|Hash Table|Bit Manipulation|Prefix Sum,https://leetcode.cn/problems/count-the-number-of-beautiful-subarrays
2589,Hard,Array|Binary Search|Stack|Greedy|Sorting,https://leetcode.cn/problems/minimum-time-to-complete-all-tasks
2595,Easy,Bit Manipulation,https://leetcode.cn/problems/number-of-even-and-odd-bits
2597,Medium,Array|Hash Table|Math|Dynamic Programming|Backtracking|Sorting|Combinatorics,https://leetcode.cn/problems/the-number-of-beautiful-subsets
2610,Medium,Array|Hash Table,https://leetcode.cn/problems/convert-an-array-into-a-2d-array-with-conditions
2616,Medium,Array|Binary Search|Dynamic Programming|Greedy|Sorting,https://leetcode.cn/problems/minimize-the-maximum-difference-of-pairs
